month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_yy,active_listing_count,active_listing_count_yy,median_days_on_market,median_days_on_market_yy
202005,50010,"ames, ia",*,265050,-0.0036,107,-0.1008,60,0.165
202005,55417,"minneapolis, mn",*,340050,0.0712,48,0.0435,33,1.2
202005,46311,"dyer, in",,364950,0.1378,37,-0.4638,35,-0.375
202005,78254,"san antonio, tx",*,289950,0.0939,311,-0.29,59,0.475
202005,10567,"cortlandt manor, ny",*,624050,0.2059,133,0.4457,46,0.2958
202005,48081,"saint clair shores, mi",*,220050,0.2571,35,-0.1026,36,0.9459
202005,49675,"onekama, mi",*,249950,-0.412,28,-0.1515,224,1.1854
202005,56571,"ottertail, mn",,175050,-0.1245,32,-0.4182,66,0.76
202005,16059,"valencia, pa",*,419950,0.0244,18,-0.1429,43,0.303
202005,10016,"new york, ny",*,1295050,0.1021,332,-0.2655,118,0.5733
202005,90026,"los angeles, ca",*,999050,-0.091,70,0.6667,106,1.2083
202005,23356,"greenbackville, va",,209950,-0.0741,33,-0.2326,30,-0.7924
202005,70525,"church point, la",*,205950,0.063,22,-0.2903,67,-0.4866
202005,17268,"waynesboro, pa",*,231040,0.0384,82,-0.4497,109,0.5139
202005,8053,"marlton, nj",*,315050,-0.0734,128,-0.3876,66,0.5529
202005,58103,"fargo, nd",*,224950,0.1247,94,-0.2101,39,0.5294
202005,27804,"rocky mount, nc",,209090,0.1639,77,-0.4901,88,0.2847
202005,90011,"los angeles, ca",,447950,-0.0024,21,0.1667,64,0.094
202005,25701,"huntington, wv",,117550,-0.0891,169,-0.0506,114,0.0411
202005,75080,"richardson, tx",,350050,-0.0264,84,-0.2294,41,0.0933
202005,78248,"san antonio, tx",,424950,0.1184,48,-0.36,52,0.3867
202005,31513,"baxley, ga",,175050,0.1013,32,0.2308,115,-0.1154
202005,90601,"whittier, ca",,660040,0.1282,22,-0.3529,45,0.6071
202005,80526,"fort collins, co",,450050,0.0169,86,0.5636,36,0.0588
202005,53120,"east troy, wi",,514950,0.052,26,-0.381,66,0.3333
202005,95691,"west sacramento, ca",,434950,-0.1124,54,-0.0357,50,0.6667
202005,32958,"sebastian, fl",,257050,0.0282,229,-0.2367,66,0.1379
202005,10607,"white plains, ny",*,629050,0.1035,46,0.3939,46,-0.0612
202005,91706,"baldwin park, ca",,512350,0.0251,33,-0.4677,64,0.5802
202005,94523,"pleasant hill, ca",,775050,-0.0577,39,-0.2778,36,0.44
202005,81007,"pueblo, co",*,324950,0.0164,80,-0.2157,32,0
202005,48045,"harrison township, mi",*,279950,-0.2434,93,-0.0882,63,1.1
202005,64109,"kansas city, mo",*,284950,0.7476,31,0.4762,56,0.8667
202005,61755,"mackinaw, il",*,215950,0.5154,34,0.1333,99,4.6571
202005,48412,"attica, mi",*,245050,-0.0467,13,-0.3158,106,0.945
202005,7432,"midland park, nj",,480050,0.0011,15,-0.2105,41,-0.1368
202005,34638,"land o' lakes, fl",,325050,0.04,120,-0.322,52,0.0833
202005,92637,"laguna woods, ca",,324950,-0.0416,201,-0.2923,76,0.52
202005,44203,"barberton, oh",*,89950,-0.171,65,-0.0152,58,0.6111
202005,34668,"port richey, fl",,149950,0.0715,164,-0.0787,57,0.2
202005,33953,"port charlotte, fl",,289950,0.0542,99,-0.2721,102,-0.157
202005,12771,"port jervis, ny",*,167950,0.0057,96,0.2152,46,-0.3655
202005,96130,"susanville, ca",*,219050,-0.0466,79,-0.0366,86,1
202005,44502,"youngstown, oh",*,30050,0.369,14,1,86,-0.3582
202005,28771,"robbinsville, nc",*,269050,-0.0358,69,-0.2737,132,0.5349
202005,7106,"newark, nj",*,232050,0.105,53,-0.197,60,0.4815
202005,22191,"woodbridge, va",*,355050,-0.0583,65,-0.3689,24,0.3714
202005,99672,"sterling, ak",,309550,0.0554,32,-0.2889,104,0.162
202005,77372,"splendora, tx",,212690,0.0153,55,0.2222,63,0.156
202005,36580,"summerdale, al",*,375050,0.3641,25,-0.5536,99,0.2298
202005,87112,"albuquerque, nm",*,245050,0.2252,64,-0.3118,35,-0.1566
202005,30184,"white, ga",*,400050,0.2608,45,-0.25,74,0.8272
202005,72687,"yellville, ar",,175050,-0.1204,58,-0.4579,158,0.249
202005,40206,"louisville, ky",,319950,0.0855,43,0,58,0.3182
202005,37174,"spring hill, tn",,369950,0.0129,275,-0.1214,39,0.0986
202005,32052,"jasper, fl",*,234550,1.1313,13,0.625,127,0.1598
202005,83254,"montpelier, id",,150050,-0.0769,19,-0.2963,95,-0.4328
202005,16735,"kane, pa",,89950,0.3775,28,-0.0968,265,0.5634
202005,37207,"nashville, tn",,348550,0.1628,102,-0.1969,37,-0.0263
202005,75684,"overton, tx",,149950,0.1765,22,0.1579,82,-0.0409
202005,84403,"ogden, ut",,360050,-0.0521,57,-0.24,37,-0.1868
202005,59865,"saint ignatius, mt",*,595050,0.4016,13,-0.5185,269,0.2396
202005,96052,"lewiston, ca",,310050,-0.0461,15,-0.1176,193,0.693
202005,84107,"salt lake city, ut",,399950,0.1189,56,0.2444,28,-0.0667
202005,96791,"waialua, hi",*,968798,0.045,45,0.6071,89,1.1975
202005,28730,"fairview, nc",,469050,-0.0875,56,-0.3778,168,0.8771
202005,50644,"independence, ia",,253802,0.3446,32,-0.3043,77,0.5556
202005,41076,"newport, ky",*,239550,0.3692,14,-0.3333,22,-0.2903
202005,99216,"spokane, wa",,309950,0.0798,16,-0.2727,25,-0.2857
202005,5156,"springfield, vt",*,200050,0.1145,32,-0.3962,217,0.4613
202005,95684,"somerset, ca",,584950,0.1141,23,-0.5208,71,0.3786
202005,63033,"florissant, mo",*,124950,-0.0385,39,-0.2041,56,0.6
202005,29438,"edisto island, sc",,650050,0.0015,73,-0.3241,162,0.3729
202005,6484,"shelton, ct",,400050,0.0259,151,-0.3837,52,0.04
202005,49115,"harbert, mi",*,524950,0.3155,15,0.25,118,-0.6341
202005,7087,"union city, nj",,405050,0.0138,87,-0.3556,67,0.3673
202005,37924,"knoxville, tn",,235050,0.038,29,-0.42,45,0.1688
202005,48653,"roscommon, mi",*,129950,0,101,-0.3804,84,0.3333
202005,10280,"new york, ny",*,759050,-0.085,40,-0.6694,145,0.9463
202005,60540,"naperville, il",*,580050,0.0556,193,-0.2717,57,0.4805
202005,62471,"vandalia, il",*,119050,0.0132,45,-0.1176,185,0.3962
202005,81220,"cimarron, co",*,329050,-0.0911,28,0.4,316,0.064
202005,73005,"anadarko, ok",,95050,0.0445,20,-0.3939,112,0.0667
202005,15068,"new kensington, pa",*,119950,-0.0773,74,-0.3565,116,0.9661
202005,19520,"elverson, pa",*,339950,-0.3586,23,-0.2069,76,0.4206
202005,60084,"wauconda, il",*,284050,-0.1121,61,-0.3297,67,0.4565
202005,19971,"rehoboth beach, de",,635050,0.0949,258,-0.2434,120,0.2308
202005,65270,"moberly, mo",*,119550,-0.1177,71,0.2241,81,0.8621
202005,44223,"cuyahoga falls, oh",*,249050,-0.0148,22,-0.3529,62,0.9077
202005,81321,"cortez, co",*,265050,-0.0272,76,-0.1059,59,-0.3018
202005,33541,"zephyrhills, fl",,229950,-0.1036,32,-0.4286,70,0.4141
202005,95060,"santa cruz, ca",,1250050,0.0879,59,-0.0781,46,0.4603
202005,8620,"trenton, nj",*,319950,0.0156,22,-0.6271,77,0.3391
202005,83876,"worley, id",*,518050,-0.1219,14,-0.5172,72,1.1493
202005,19734,"townsend, de",,349950,0.0728,48,-0.4419,119,-0.0124
202005,33161,"miami, fl",,285050,-0.0952,175,0.0057,93,0.4308
202005,20879,"gaithersburg, md",,370050,0.1129,20,-0.5238,37,0.5102
202005,45244,"cincinnati, oh",,499550,0.1685,48,-0.4,52,0.3
202005,7444,"pompton plains, nj",,479050,-0.0514,47,-0.2985,65,0.6049
202005,32246,"jacksonville, fl",*,219950,-0.2025,115,0.055,56,0.2727
202005,35046,"clanton, al",,359050,0.2618,23,-0.2813,111,-0.039
202005,38829,"booneville, ms",*,166550,0.3378,35,-0.186,171,0.7186
202005,43964,"toronto, oh",,109050,0.1021,24,0.1429,84,-0.0059
202005,44708,"canton, oh",*,139950,0.0807,47,-0.1455,53,0.359
202005,44084,"rock creek, oh",,335050,0.396,18,0.2,43,-0.2456
202005,22205,"arlington, va",,1199050,0.0777,13,-0.4583,23,0.2105
202005,11726,"copiague, ny",*,400040,-0.0476,52,-0.2676,77,0.3051
202005,67502,"hutchinson, ks",*,164950,-0.0834,76,-0.3333,80,0.5686
202005,78599,"weslaco, tx",*,170050,-0.2342,54,0.6364,99,0.2073
202005,79830,"alpine, tx",,269050,0.135,42,0.1053,78,-0.4935
202005,22302,"alexandria, va",,425050,-0.4385,22,0.1,24,0.4118
202005,34420,"belleview, fl",*,187450,0.013,93,0.0109,92,0.4046
202005,30677,"watkinsville, ga",,450050,0.0651,139,-0.1919,63,0.1351
202005,30635,"elberton, ga",*,174950,0.1324,48,0.0909,84,0.4867
202005,93013,"carpinteria, ca",,1595050,0.1845,67,-0.0147,82,-0.0787
202005,14086,"lancaster, ny",*,349950,0.2069,55,-0.0984,74,1.3492
202005,8701,"lakewood, nj",*,229050,-0.2341,284,-0.4083,85,0.25
202005,24609,"cedar bluff, va",*,150050,0.2991,14,-0.2632,81,1.025
202005,2668,"west barnstable, ma",,640050,-0.0791,33,-0.0294,81,0.209
202005,50035,"bondurant, ia",,259950,0.0548,61,0.1961,40,-0.1579
202005,28323,"bunnlevel, nc",*,200050,3.00E-04,26,-0.1333,80,2.0769
202005,28787,"weaverville, nc",,429950,0.0057,84,-0.2941,78,0.5294
202005,55313,"buffalo, mn",,349950,0.0448,79,-0.092,44,0.0732
202005,32667,"micanopy, fl",*,299050,-0.2069,28,0.0769,92,0.0055
202005,29666,"ninety six, sc",,369950,0.1212,32,0,86,0.2028
202005,61603,"peoria, il",*,39950,-0.1847,79,-0.1684,70,3
202005,15012,"belle vernon, pa",*,129950,-0.1878,49,-0.02,130,1.1138
202005,7107,"newark, nj",,195050,-0.1136,22,-0.4762,49,-0.0392
202005,63077,"saint clair, mo",,179950,-0.0556,20,-0.4118,25,-0.8294
202005,96067,"mount shasta, ca",,427050,0.0967,38,-0.0952,70,0.2174
202005,12589,"wallkill, ny",*,329950,0.0608,113,0.0971,46,-0.1786
202005,92335,"fontana, ca",*,390050,0.0558,52,-0.2877,49,0.1395
202005,68008,"blair, ne",*,300000,0.2576,29,-0.0333,56,1.9474
202005,18848,"towanda, pa",,180050,0.3555,43,-0.2182,157,0.3249
202005,50226,"polk city, ia",*,325050,-0.016,46,-0.439,94,0.3429
202005,34461,"lecanto, fl",,264950,0.0503,77,-0.3186,88,-0.2574
202005,78566,"los fresnos, tx",,238050,0.1782,59,-0.0328,132,-0.1724
202005,75007,"carrollton, tx",,319050,-0.0016,59,-0.2532,36,0.1429
202005,95076,"watsonville, ca",*,798938,0.1027,60,-0.1781,74,1.0556
202005,45002,"cleves, oh",*,367950,0.1482,36,0.2414,66,0.8333
202005,85142,"queen creek, az",,449950,0.0487,304,-0.1915,50,0.1905
202005,7006,"caldwell, nj",*,599050,0.0197,122,-0.1528,72,1.2857
202005,31069,"perry, ga",*,199074,-0.0142,125,-0.328,56,-0.3708
202005,27616,"raleigh, nc",,318050,0.0901,84,-0.0233,42,0.5273
202005,10308,"staten island, ny",*,585050,-0.0766,105,-0.125,84,1.1538
202005,5468,"milton, vt",*,349050,0.0742,15,-0.3182,21,-0.6316
202005,64468,"maryville, mo",,142050,-0.1367,44,-0.3125,83,0.0122
202005,70546,"jennings, la",*,132050,-0.1167,52,-0.1333,95,0.0215
202005,60948,"loda, il",,175950,-0.1579,16,-0.5152,87,-0.2267
202005,54457,"nekoosa, wi",*,229950,0.0022,62,-0.3333,86,0.7917
202005,12531,"holmes, ny",*,350050,0.0324,41,-0.0238,46,-0.1636
202005,60013,"cary, il",,300050,0.0169,95,-0.2636,53,0.2045
202005,76002,"arlington, tx",*,274950,-0.0517,37,-0.4394,42,0.3333
202005,3909,"york, me",*,575050,0.1869,87,-0.1031,92,1.0674
202005,62901,"carbondale, il",*,99050,0.0154,281,0.965,189,1.2105
202005,3755,"hanover, nh",,859050,0.0118,27,-0.325,91,-0.0521
202005,45406,"dayton, oh",,53351,0.066,46,-0.3784,70,0.3333
202005,97303,"salem, or",,395050,0.0464,89,-0.2705,49,0.6066
202005,98367,"port orchard, wa",,540000,0.0227,40,-0.2982,36,0.1613
202005,77505,"pasadena, tx",,279950,0.0032,41,0.5769,64,0.8028
202005,73110,"oklahoma city, ok",*,115050,0.0459,32,0.1852,50,1.1739
202005,40977,"pineville, ky",,84550,-0.0505,15,-0.4828,170,0.828
202005,47446,"mitchell, in",*,154950,0.1306,21,-0.3,102,0.7586
202005,45764,"nelsonville, oh",,95050,0.1521,18,-0.1429,165,1
202005,7302,"jersey city, nj",,799050,0.0653,210,-0.3092,50,0.2821
202005,46410,"merrillville, in",*,194950,0.1301,60,-0.2771,64,0.4713
202005,73096,"weatherford, ok",,245050,0.2631,64,0.2549,75,0.145
202005,63965,"van buren, mo",*,139050,0.0684,20,-0.1304,92,0.472
202005,80108,"castle rock, co",,844950,0.1348,183,-0.0419,56,0.3333
202005,10024,"new york, ny",*,1895050,-0.2265,202,-0.3934,116,1
202005,45885,"saint marys, oh",*,139950,-0.1516,51,-0.2817,95,0.8812
202005,33131,"miami, fl",*,535050,0.0712,1215,-0.0851,165,-0.049
202005,16901,"wellsboro, pa",*,159950,-0.0379,91,-0.2602,234,1.6591
202005,80221,"denver, co",,455050,0.0708,75,-0.0132,38,-0.013
202005,70726,"denham springs, la",*,215050,0.024,270,-0.2151,77,0.2126
202005,80233,"denver, co",,380050,0.0557,38,-0.3214,21,0.68
202005,32347,"perry, fl",*,150050,0.2096,23,0.15,166,0.6195
202005,31501,"waycross, ga",*,132550,0.205,72,0.1803,73,-0.2878
202005,61072,"rockton, il",,250050,0.0227,37,0.1563,50,-0.2857
202005,70471,"mandeville, la",*,410050,0.1468,112,-0.2168,63,0.2353
202005,64105,"kansas city, mo",,169550,-0.0528,25,-0.1071,42,-0.2759
202005,49738,"grayling, mi",*,188950,0.0718,62,-0.3474,105,0.9444
202005,85012,"phoenix, az",,463550,-0.0669,44,-0.2281,66,-0.2626
202005,7866,"rockaway, nj",,395050,0.0561,93,-0.256,43,0
202005,10021,"new york, ny",,1600050,-0.123,291,-0.3848,108,0.3846
202005,90650,"norwalk, ca",,524049,0.0325,36,-0.5955,52,0.4857
202005,36460,"monroeville, al",*,139850,-0.0388,57,0.0755,133,0.0726
202005,33534,"gibsonton, fl",,219950,0.0041,51,-0.0377,74,0.1212
202005,85015,"phoenix, az",,254050,-0.0117,61,-0.1974,48,0
202005,21131,"phoenix, md",*,835601,0.2076,33,-0.2979,78,0.7143
202005,70820,"baton rouge, la",*,149950,-0.1114,225,-0.1,109,0.4932
202005,55305,"hopkins, mn",,639950,0.3062,54,-0.1148,39,0.0833
202005,54558,"saint germain, wi",*,279050,0.0166,40,-0.0698,219,2.9818
202005,85263,"rio verde, az",*,576050,-0.0892,77,0.1,128,0.1852
202005,18661,"white haven, pa",*,269950,0.7422,50,-0.2424,181,0.5274
202005,19067,"morrisville, pa",*,468450,0.0781,73,-0.3707,55,0.5714
202005,49437,"montague, mi",*,349950,0.277,26,-0.2571,56,-0.2727
202005,28717,"cashiers, nc",*,895050,0.0848,120,-0.3548,200,0.3699
202005,7111,"irvington, nj",*,230050,0.1557,87,-0.1553,73,0.8481
202005,78109,"converse, tx",,220050,-0.023,255,0.0282,60,0.1881
202005,7040,"maplewood, nj",*,539050,0.0189,49,-0.5149,44,1.0952
202005,6068,"salisbury, ct",,745050,-0.2032,29,-0.275,151,0.0634
202005,7738,"lincroft, nj",*,720049,0.0286,34,-0.1282,68,0.4783
202005,17857,"northumberland, pa",*,175050,0.0625,19,-0.2692,183,1.1657
202005,84606,"provo, ut",,269950,-0.0894,21,-0.3636,29,-0.3556
202005,46902,"kokomo, in",*,164950,0.4662,60,-0.2208,49,-0.0101
202005,92562,"murrieta, ca",,539950,0.0144,184,-0.4103,59,0.2688
202005,64804,"joplin, mo",*,179050,0.0539,148,-0.3859,56,0.1313
202005,80547,"timnath, co",,515750,0.0471,130,0.0156,80,0.5686
202005,21801,"salisbury, md",*,260049,0.02,82,-0.0575,85,0.4912
202005,14722,"chautauqua, ny",*,299050,-0.2515,43,-0.14,109,0.1474
202005,78121,"la vernia, tx",,387550,-0.0032,87,0.1154,59,0.2826
202005,33496,"boca raton, fl",*,675050,0.1021,311,-0.3283,103,-0.1488
202005,30527,"clermont, ga",,397050,0.1185,45,-0.4156,102,0.7143
202005,93402,"los osos, ca",,750050,0.103,22,-0.3333,58,0.1717
202005,6070,"simsbury, ct",,399050,0.0714,106,-0.197,70,0.5385
202005,49534,"grand rapids, mi",*,345050,0.1548,23,-0.3947,58,0.4872
202005,98329,"gig harbor, wa",*,599950,0.0957,28,0.6471,38,-0.0256
202005,73142,"oklahoma city, ok",,325190,-0.0294,102,-0.15,53,-0.0275
202005,11249,"brooklyn, ny",,1675050,0.072,62,-0.225,101,0.8879
202005,33838,"dundee, fl",,218050,0.0905,35,0.2069,119,0.6879
202005,56501,"detroit lakes, mn",,362050,0.0359,147,-0.1833,67,0.072
202005,8535,"millstone township, nj",*,839950,0.0839,47,-0.0962,109,0.1066
202005,36611,"mobile, al",,64950,-0.0015,16,-0.2,68,0.1148
202005,13031,"camillus, ny",*,280050,-0.021,20,-0.3939,67,0.6543
202005,57783,"spearfish, sd",*,379950,0.0857,82,-0.2613,64,-0.0725
202005,76131,"fort worth, tx",,289950,0.0494,198,0.0206,44,0.1733
202005,61201,"rock island, il",*,96050,-0.0395,239,0.5621,333,7.2222
202005,62703,"springfield, il",*,75050,0.0948,156,0.5294,339,4.1364
202005,49507,"grand rapids, mi",*,149950,0.0033,36,0.0588,42,2.36
202005,43545,"napoleon, oh",*,150050,0.004,16,-0.2727,100,1.4096
202005,60103,"bartlett, il",*,300050,-0.1096,100,-0.3007,50,0.7241
202005,2635,"cotuit, ma",*,975050,0.393,47,0.0444,88,0.5575
202005,53597,"waunakee, wi",,594950,0.1131,55,-0.1912,48,0.3521
202005,69153,"ogallala, ne",*,158550,0.0782,24,-0.04,129,1.2241
202005,11204,"brooklyn, ny",,899050,-0.0992,36,-0.3684,88,0.2055
202005,6260,"putnam, ct",*,199050,-0.0848,17,-0.2609,66,1.3158
202005,32732,"geneva, fl",,529950,-0.0702,26,0,66,-0.2457
202005,19335,"downingtown, pa",,500050,0.1764,91,-0.3681,51,0.3077
202005,83318,"burley, id",*,239050,0.0508,35,-0.4776,91,0.5167
202005,30067,"marietta, ga",*,489050,0.1116,229,-0.1326,52,0.2381
202005,26330,"bridgeport, wv",,289050,-0.0185,54,-0.3165,83,0.1608
202005,12594,"wingdale, ny",*,245050,-0.1403,28,0.8667,46,-0.3235
202005,37885,"vonore, tn",,459950,-0.1146,37,-0.4127,127,0.2637
202005,2155,"medford, ma",,639950,-0.0297,36,-0.3793,21,0.3125
202005,8886,"stewartsville, nj",*,285045,-0.05,14,-0.6585,55,0.4474
202005,74011,"broken arrow, ok",*,320050,0.0903,99,-0.5263,45,-0.1743
202005,92010,"carlsbad, ca",*,799050,0.0172,31,-0.3542,30,0.8182
202005,53222,"milwaukee, wi",*,154950,0.1924,25,-0.2647,39,0.625
202005,91602,"north hollywood, ca",,1150050,0.3658,42,-0.125,78,1.1972
202005,98119,"seattle, wa",,895050,-0.0055,44,-0.3333,44,0.5714
202005,43085,"columbus, oh",,389950,0.0141,20,-0.2,22,0.1892
202005,37683,"mountain city, tn",*,319900,0.4218,78,-0.3607,148,0.1984
202005,27592,"willow spring, nc",,348566,0.083,63,-0.3298,62,-0.4286
202005,54853,"luck, wi",,259950,0.1908,40,-0.0909,57,0.2
202005,21207,"gwynn oak, md",,239050,0.0744,89,-0.2193,45,-0.1262
202005,26452,"weston, wv",*,115050,0.1651,30,0.25,70,-0.3365
202005,21117,"owings mills, md",*,359997,0.0992,90,-0.4444,47,0.2051
202005,48189,"whitmore lake, mi",,373775,0.0054,50,0.0204,63,0.4318
202005,57769,"piedmont, sd",*,459050,0.2575,16,-0.4074,73,0.5368
202005,96786,"wahiawa, hi",*,599050,-0.005,47,0.9583,59,0.1238
202005,34983,"port saint lucie, fl",,244950,-0.0198,200,-0.2278,77,0.1241
202005,83340,"ketchum, id",,1775050,0.0774,132,-0.1484,148,0.0923
202005,85635,"sierra vista, az",*,198950,-0.0236,81,-0.2569,32,-0.4234
202005,64735,"clinton, mo",,99950,0.1112,103,-0.2897,133,0.1515
202005,35209,"birmingham, al",,432358,0.081,85,-0.0957,51,0.2
202005,97124,"hillsboro, or",*,449050,-0.0021,62,-0.1622,44,1.0465
202005,43617,"toledo, oh",,274950,0.009,25,-0.2188,66,0.2
202005,95445,"gualala, ca",,599050,-0.0416,24,0.3333,129,-0.0618
202005,97415,"brookings, or",*,479050,0.1206,84,-0.4783,95,0.2925
202005,48021,"eastpointe, mi",,95050,0.0388,78,-0.037,71,0.6322
202005,10921,"florida, ny",*,349950,0.359,41,1.1579,46,-0.0515
202005,4478,"rockwood, me",,269050,-0.085,19,-0.05,220,-0.2185
202005,33129,"miami, fl",,655050,0.1102,292,-0.0903,139,0.214
202005,25801,"beckley, wv",*,109950,-0.2132,151,-0.2135,95,0.2258
